,description,book_id
10,"
This is the collectors edition of Think and Grow Rich, which is the number one Inspirational classic for individuals who are interested in learning from important figures in history. The text in this book is the original 1937 edition written by Napoleon Hill, which has often been reproduced, but no updated version has ever been able to compete with the original text. Think
This is the collectors edition of Think and Grow Rich, which is the number one Inspirational classic for individuals who are interested in learning from important figures in history. The text in this book is the original 1937 edition written by Napoleon Hill, which has often been reproduced, but no updated version has ever been able to compete with the original text. Think and Grow Rich is a timeless classic and should be read by students of business, people with entrepreneurial spirit, and anybody who is interested in furthering their lives and reaching their goals. This book will guided many to success, and has sold millions of copies for nearly three quarters of a century.
...more
",1010
11,"
Think and Grow Rich is the number one Inspirational classic for individuals who are interested in learning from important figures in history. The text in this book is the original 1937 edition written by Napoleon Hill, which has often been reproduced, but no updated version has ever been able to compete with the original text. Think and Grow Rich is a timeless classic and
Think and Grow Rich is the number one Inspirational classic for individuals who are interested in learning from important figures in history. The text in this book is the original 1937 edition written by Napoleon Hill, which has often been reproduced, but no updated version has ever been able to compete with the original text. Think and Grow Rich is a timeless classic and should be read by students of business, people with entrepreneurial spirit, and anybody who is interested in furthering their lives and reaching their goals. This book will guided many to success, and has sold millions of copies for nearly three quarters of a century.
...more
",1011
12,"
This is the original 1937 version of Napoleon Hill's Classic Book: Think and Grow Rich. To the greatest extent possible, the text and formatting have been kept exactly the same as in the original release with the exception of some minor formatting changes.
",1012
13,"
How can I get on the promotion fast-track?How can I have greater confidence in my abilities?How can I have better personal relationships?How can I make more money?Napoleon Hill got the answers to those questions firsthand from over 500 of America's most successful self-made millionaire businessmen. He interviewed them in depth, studied their habits, analyzed their methods
How can I get on the promotion fast-track?How can I have greater confidence in my abilities?How can I have better personal relationships?How can I make more money?Napoleon Hill got the answers to those questions firsthand from over 500 of America's most successful self-made millionaire businessmen. He interviewed them in depth, studied their habits, analyzed their methods and learned their secrets. He devoted twenty years to researching and proving his theories, then refined them into 13 powerful principles.Over 60 million copies soldThink and Grow Rich revolutionized self-help writing, and to this day is the standard against which all motivational literature is measured. The book and the audiobook have helped literally millions and millions of people to lead richer, fuller lives.If you've never read or listened to Think and Grow RichThe Instant Motivator is the perfect way to get a fast take on why Think and Grow Rich is the bestselling book about personal achievement ever written. It clearly and quickly reviews the 13 principles that can be used by anyone to create their own success and realize their dreams.If you've already read or listened to Think and Grow RichRemember how pumped up you were when you first read or listened to Think and Grow Rich, but now it feels like you're losing your edge? This is the perfect antidote to chase away any doubts and remind you why you were so inspired and motivated. If you want fast reinforcement, the Instant Motivator hits the hot buttons so every word sticks.Recorded by famed broadcaster and commentator Earl Nightingale, this is the most motivating 42 minutes you'll ever hear.
...more
",1013
14,"
This book covers the theory behind version control and how it can help developers become more efficient, work better as a team, and keep on top of software complexity. Version control, done well, is your ""undo"" button for the project: nothing is final, and mistakes are easily rolled back.This book describes Subversion 1.3, the latest and hottest open source version control
This book covers the theory behind version control and how it can help developers become more efficient, work better as a team, and keep on top of software complexity. Version control, done well, is your ""undo"" button for the project: nothing is final, and mistakes are easily rolled back.This book describes Subversion 1.3, the latest and hottest open source version control system, using a recipe-based approach that will get you up and running quickly and correctly. Learn how to use Subversion the right way-the pragmatic way.With this book, you can:Keep all project assets safe--not just source code--and never run the risk of losing a great idea Know how to undo bad decisions--even directories and symlinks are versioned Learn how to share code safely, and work in parallel for maximum efficiency Install Subversion and organize, administer and backup your repository Share code over a network with Apache, svnserve, or ssh Create and manage releases, code branches, merges and bug fixes Manage 3rd party code safely Use all the latest Subversion 1.3 features including locking and path-based security, and much more!Now there's no excuse not to use professional-grade version control.
...more
",1014
15,"
One of the greatest frustrations in most software projects is version control: the art of managing changes to information. Today's increasingly fast pace of software development--as programmers make small changes to software one day only to undo them the next--has only heightened the problem; consecutive work on code or single-programmer software is a rare sight these
One of the greatest frustrations in most software projects is version control: the art of managing changes to information. Today's increasingly fast pace of software development--as programmers make small changes to software one day only to undo them the next--has only heightened the problem; consecutive work on code or single-programmer software is a rare sight these days. Without careful attention to version control, concurrent and collaborative work can create more headaches than it solves. This is where Subversion comes into play.Written by members of the Subversion open source development team, Version Control with Subversion introduces the powerful new versioning tool designed to be the successor to the Concurrent Version System or CVS. CVS users will find the ""look and feel"" Subversion comfortably familiar, but under the surface it's far more flexible, robust, and usable, and more importantly, it improves on CVS's more notable flaws.The book begins with a general introduction to Subversion, the basic concepts behind version control, and a guided tour of Subversion's capabilities and structure. With thorough attention to detail, the authors cover every aspect of installing and configuring Subversion for managing a programming project, documentation, or any other team-based endeavor. Later chapters cover the more complex topics of branching, repository administration, and other advanced features such as properties, externals, and access control. The book ends with reference material and appendices covering a number of useful topics such as a Subversion complete reference and troubleshooting guide.Version Control with Subversion aims to be useful to readers of widely different backgrounds, from those with no previous experience in version control to experienced sysadmins. If you've never used version control, you'll find everything you need to get started in this book. And if you're a seasoned CVS pro, this book will help you make a painless leap into Subversion.
...more
",1015
16,"
This book eases the transition from other version control systems. Aimed toward readers who want and need a crash-course in using Subversion, this informative reference begins with a quick-start introduction, then moves on to advanced topics such as repository administration, Apache integration, third-party tools, migrating revision history, and accessing the Subversion
This book eases the transition from other version control systems. Aimed toward readers who want and need a crash-course in using Subversion, this informative reference begins with a quick-start introduction, then moves on to advanced topics such as repository administration, Apache integration, third-party tools, migrating revision history, and accessing the Subversion APIs from other programs.In addition, author Garrett Rooney, a Subversion developer, covers advanced topics not documented in other books. Rooney clearly explains how to integrate Subversion with common development tools and illustrates how to embed Subversion within your own programs. Multiple appendices compare SVN to other version control systems and offer alternative client applications.
...more
",1016
17,"
A rethinking of popular political movements, this book looks at new, emerging, mass visions and analyses their impact and potential in new ways.
",1017
18,"
""In this provocative work full of intriguing female characters from tattoo history, Margot Mifflin makes a persuasive case for the tattooed woman as an emblem of female self-expression."" âSusan Faludi   Bodies of Subversion  is the first history of women’s tattoo art, providing a fascinating excursion to a subculture that dates back into the nineteenth-century and includes
""In this provocative work full of intriguing female characters from tattoo history, Margot Mifflin makes a persuasive case for the tattooed woman as an emblem of female self-expression."" â��Susan Faludi  
Bodies of Subversion
 is the first history of women’s tattoo art, providing a fascinating excursion to a subculture that dates back into the nineteenth-century and includes many never-before-seen photos of tattooed women from the last century. Author Margot Mifflin notes that women’s interest in tattoos surged in the suffragist 20s and the feminist 70s. She chronicles: * Breast cancer survivors of the 90s who tattoo their mastectomy scars as an alternative to reconstructive surgery or prosthetics. * The parallel rise of tattooing and cosmetic surgery during the 80s when women tattooists became soul doctors to a nation afflicted with body anxieties. * Maud Wagner, the first known woman tattooist, who in 1904 traded a date with her tattooist husband-to-be for an apprenticeship. * Victorian society women who wore tattoos as custom couture, including Winston Churchill’s mother, who wore a serpent on her wrist. * Nineteeth-century sideshow attractions who created fantastic abduction tales in which they claimed to have been forcibly tattooed.  “In Bodies of Subversion, Margot Mifflin insightfully chronicles the saga of skin as signage. Through compelling anecdotes and cleverly astute analysis, she shows and tells us new histories about women, tattoos, public pictures, and private parts. It’s an indelible account of an indelible piece of cultural history.” â��Barbara Kruger, artist
...more
",1018
19,"
In this important book, Antonio Negri develops the key ideas that were to form the basis for the highly influential analyses of new forms of power and social struggle presented in Empire and Multitude. He shows how new technology and the break-up of the traditional factory have created new social subjects whose value is no longer tied to their skill. The spread of
In this important book, Antonio Negri develops the key ideas that were to form the basis for the highly influential analyses of new forms of power and social struggle presented in Empire and Multitude. He shows how new technology and the break-up of the traditional factory have created new social subjects whose value is no longer tied to their skill. The spread of communication networks and the globalization of production mean that capitalism has become totalized - but not, Negri stresses, monolithic. On the contrary, the possibilities for subversion have correspondingly increased. Going beyond classical Marxism, he shows how old solidarities must be reformulated and new alliances created. The struggles which marked the political end of the twentieth century are now being repeated in a new historical conjuncture, giving rise to new forms of transnational solidarity that can challenge dominant global powers. This new paperback edition, which includes a new Preface by the author, is an excellent introduction to the work of one of the most influential political thinkers writing today and will be essential reading for anyone who wishes to understand the new forms of conflict and struggle that will shape the world in the twenty-first century.
...more
",1019
20,"
An exploration of the ways in which medieval Jews used art and literature as means of social and political self-expression.Europe's Jewish minority culture was subjected to a barrage of public images proclaiming the dominance of the Christian majority. This book is the first to explore Jewish response to this assault in the development of a visual culture through which
An exploration of the ways in which medieval Jews used art and literature as means of social and political self-expression.Europe's Jewish minority culture was subjected to a barrage of public images proclaiming the dominance of the Christian majority. This book is the first to explore Jewish response to this assault in the development of a visual culture through which they could affirmatively construct their identity as a people. It demonstrates how medieval Jews gave voice to messages of protest and dreams of subversion by actively appropriating and transforming the quintessential symbols of the dominant culture.Using a variety of methodologies drawn from art history, cultural studies, and the history of mentalites, this work illuminates aspects of the inner landscape of medieval Jewry as reflected in animal symbolism in text and iconography, a very rich and hitherto undiscovered realm. Marc Michael Epstein examines the ubiquitous hare-hunt and the cryptic iconography of elephants flanking the ark in the synagogue, dragons straddling the line between the divine and the demonic worlds, and unicorns that seem to have leaped directly from the christological world of the illuminated bestiary into a universe of Jewish messianic symbolism. These images, often marginal in situation, tend to be regarded as derivative of Christian art or as mere decoration, yet they are illustrative of the manner in which Jews subversively recast various symbols from their own tradition and from Christian culture. An understanding of medieval Jewish self-definition through the ""secret language"" of their iconography is essential for analysis of the roots of intercultural conflict and collusion in the West.
...more
",1020
21,"
Is the language of rights enough to foster real social and political change? Nivedita Menon explores the relationship between law and feminist politics by examining the contemporary Indian women's movement with comparisons to France and the United States. She argues that the intersection of feminist politics, law, and the state often paradoxically and severely distorts
Is the language of rights enough to foster real social and political change? Nivedita Menon explores the relationship between law and feminist politics by examining the contemporary Indian women's movement with comparisons to France and the United States. She argues that the intersection of feminist politics, law, and the state often paradoxically and severely distorts important ethical and emancipatory impulses of feminism. Menon reviews historical challenges to the liberal notion of rights from Marxist, feminist, postcolonial, and critical legal scholars, and analyzes current Indian debates on topics including abortion, sexual violence, and Parliamentary quotas for women. Far from being a call to withdraw from the arena of law, ""Recovering Subversion"" instead urges feminists everywhere to recognize the limits of ""rights discourse"" and pleads for a politics that goes beyond its boundaries.
...more
",1021
22,"
Riki Anne Wilchins has written the book that may take the discussion of gender over the top. Read My Lips: Sexual Subversion and the tend of Gender, a frontal assault on both the status quo in academic studies and the full spectrum of single-issue identity politics, will change the way you think about bodies, sex, and gender. Yours and everyone else's.Combining the
Riki Anne Wilchins has written the book that may take the discussion of gender over the top. Read My Lips: Sexual Subversion and the tend of Gender, a frontal assault on both the status quo in academic studies and the full spectrum of single-issue identity politics, will change the way you think about bodies, sex, and gender. Yours and everyone else's.Combining the theoretical breakthroughs of Judith Butler's Gender Trouble and the performance revelations of Kate Bornstein's Gender Outlaw, Wilchins -- cofounder of the Transsexual Menace -- moves the dialogue to a new level. In a voice that is by turns outraged, outrageous, sad, and hilarious, the author weaves theory and personal experience into a compelling story of self-discovery. She redefines what it means to be ""gendered"", both by the way she lives and the accessible theoretical narrative she constructs.Read My Lips, with its unique mix of theory and application, anecdote and affront, will appeal to feminists, queer academics, activists, transpeople, ""the-queer-on-the-street"", and the increasing audience of mainstream readers hungry for writing that pushes the absolute edge of the gender envelope.OUT Magazine says that the author ""has surfaced as the Superhero of this burgeoning (transgender) movement"". Wilchins, herself, signs off on her email as follows: ""Just your average straight white guy with a cunt who really digs lezzie chicks like me"". Rarely have smarts and chutzpah produced such good effect.
...more
",1022
23,"
This book provides simple, effective strategies for increasing the value of your real estate holdings-without spending significant amounts of money in the process. You will learn how to make a positive and lasting first impression and how to improve the rental value, rentability, market value, sales price, selling time and equity of your real estate properties.
",1023
24,"
An all-time bestseller, Dolf de Roos's classic Real Estate Riches shows you how to find great deals and make great profits in the real estate market. You?ll learn why real estate is such a reliable moneymaker and how to achieve the biggest return possible on your investment. Full of time-honored wisdom, proven tactics, and quick-and-easy tips, this book shows you how to
An all-time bestseller, Dolf de Roos's classic Real Estate Riches shows you how to find great deals and make great profits in the real estate market. You?ll learn why real estate is such a reliable moneymaker and how to achieve the biggest return possible on your investment. Full of time-honored wisdom, proven tactics, and quick-and-easy tips, this book shows you how to find the best properties with the most potential, analyze deals, negotiate and submit offers, effectively manage properties, and dramatically increase the value of your real estate without spending much money. If you want to be your own boss and quit the nine-to-five life, Real Estate Riches shows you how.
...more
",1024
25,"
A real estate guide unlike any other, The Insider's Guide to 52 Homes in 52 Weeks is the true story of a seemingly impossible investing challenge and the two investors who pulled it off--all to prove that you can do it too.  Successful real estate investors Dolf de Roos and Gene Burns wanted to show skeptical investors that there are always great deals to be found. So they
A real estate guide unlike any other, The Insider's Guide to 52 Homes in 52 Weeks is the true story of a seemingly impossible investing challenge and the two investors who pulled it off--all to prove that you can do it too.  Successful real estate investors Dolf de Roos and Gene Burns wanted to show skeptical investors that there are always great deals to be found. So they set out to buy fifty-two homes in just one year. Not only did they succeed, they did it in less than ten months and earned a lot of money in the process! Tracing this ten-month real estate adventure in depth and detail, The Insider's Guide to 52 Homes in 52 Weeks explains the authors' strategies and techniques for acquiring almost any property in any market. Inside, you'll find step-by-step guidance on:  * Finding the perfect market to invest in * Designing your strategy and getting started * Making your first deal * Finding the help you need to succeed * Changing strategies midstream * Networking to find new leads and opportunities * And much more   Combining unbeatable investing guidance with firsthand accounts of real deals, The Insider's Guide to 52 Homes in 52 Weeks arms investors with a diverse mix of strategies and tactics that will turn every real estate deal into a moneymaker.
...more
",1025
26,"
Ever wished you had the time for a one-on-one, in-person seminar led by a world authority on real estate prosperity? With Real Estate Riches on audio CD, property investment guru Dolf de Roos demonstrates field-tested strategies and insider techniques designed for novice and seasoned real estate investors alike?available anytime you want In the car, out for a run, or
Ever wished you had the time for a one-on-one, in-person seminar led by a world authority on real estate prosperity? With Real Estate Riches on audio CD, property investment guru Dolf de Roos demonstrates field-tested strategies and insider techniques designed for novice and seasoned real estate investors alike?available anytime you want In the car, out for a run, or unwinding at home: If you can play a compact disc, Real Estate Riches can provide practical steps to financial prosperity through property. Real Estate Riches includes a starter version of REAP software, the premier real estate property analysis program on the market. Just enter a prospective propertys vital statistics, and REAP offers an evaluation of its worth as an investment.
...more
",1026
27,"
This guide from bestselling real estate authors de Roos and Kennedy shows you how to use tax-free retirement funds to invest in real estate. Using real estate IRAs, you can combine the tax benefits of retirement funds with the high rates of appreciation in the real estate market, growing your retirement investments by leaps and bounds. This handy book shows you how.
",1027
28,"
Ordinary properties in New Zealand that have provided extraordinary profits for the owner.
",1028
29,"
Self-made real estate mogul Dolf de Roos reveals why investing in property isso simple and lucrative as he gives insider secrets for getting ahead in thishigh-profit business.
",1030
30,"
It’s not good enough to want it. You’ve got to know how to get it. Real estate titan, bestselling author, and TV star Donald J. Trump is the man to teach you the billionaire mind-set–how to think about money, career skills, and life. Here is crucial advice on investing in real estate from the expert, everything from dealing with brokers to renovating to assessing the value
It’s not good enough to want it. You’ve got to know how to get it. Real estate titan, bestselling author, and TV star Donald J. Trump is the man to teach you the billionaire mind-set–how to think about money, career skills, and life. Here is crucial advice on investing in real estate from the expert, everything from dealing with brokers to renovating to assessing the value of property, buying and selling, and securing a mortgage. Trump will show you how to cut costs, decide how much risk to assume in your investments, and divide up your portfolio. He’ll also teach you how to impress anyone, how to correct or criticize someone effectively, and how to know if your friends are loyal–everything you need to know to get ahead.And once you’ve earned your money, you’ve got to learn to spend it well. Trump presents his consumer guide to the best things in life, from wine to golf clubs to engagement rings. Check out the billionaire lifestyle–how they shop and what they buy. Even if you’re not superwealthy, you can afford many of these luxuries.And what look inside the Trump world would be complete without The Apprentice? Trump will take you behind the scenes, from the end of season one and into season two, with insights into the making and the meaning of TV’s hottest show.As Donald Trump proves, getting rich is easy. Staying rich is harder. Your chances are better, and you’ll have more fun, if you think like a billionaire. This is the book that will help you make a real difference in your life.From the Hardcover edition.
...more
",1031
31,"
Trump reveals the business secrets that have made him America’s foremost deal maker!“I like thinking big. I always have. To me it’s very simple: If you’re going to be thinking anyway, you might as well think big.”—Donald J. Trump Here is Trump in action—how he runs his business and how he runs his life—as he meets the people he needs to meet, chats with family and friends,
Trump reveals the business secrets that have made him America’s foremost deal maker! “I like thinking big. I always have. To me it’s very simple: If you’re going to be thinking anyway, you might as well think big.”—Donald J. Trump  Here is Trump in action—how he runs his business and how he runs his life—as he meets the people he needs to meet, chats with family and friends, clashes with enemies, and changes the face of the New York City skyline. But even a maverick plays by rules, and Trump has formulated eleven guidelines for success. He isolates the common elements in his greatest deals; he shatters myths; he names names, spells out the zeros, and fully reveals the deal-maker’s art. And throughout, Trump talks—really talks—about how he does it. Trump: The Art of the Deal is an unguarded look at the mind of a brilliant entrepreneur and an unprecedented education in the practice of deal-making. It’s the most streetwise business book there is—and the ultimate read for anyone interested in achieving money and success, and knowing the man behind the spotlight.  
...more
",1032
32,"
Trump Strategies for Real Estate offers unbeatable insider advice for every serious real estate investor--beginners and old pros alike. For more than twenty-five years, author George Ross has been one of Donald Trump's chief advisors and intimately involved with many of Trump's biggest real estate deals. Now, Ross teams up with bestselling real estate author Andrew McLean
Trump Strategies for Real Estate offers unbeatable insider advice for every serious real estate investor--beginners and old pros alike. For more than twenty-five years, author George Ross has been one of Donald Trump's chief advisors and intimately involved with many of Trump's biggest real estate deals. Now, Ross teams up with bestselling real estate author Andrew McLean to present Trump's real estate investment strategies so that even small investors can invest like Trump. You'll learn how Trump identifies potential properties and how he finances, negotiates, and markets his big deals. Not everyone has Trump's money or name, but everyone, even you, can use his tactics and strategies to win big in real estate.
...more
",1033
33,"
Trump University books are practical, straightforward primers on the basics of doing business the Trump way-successfully. Each book is written by a leading expert in the field and includes an inspiring Foreword by Trump himself. Key ideas throughout are illustrated by real-life examples from Trump and other senior executives in the Trump organization. Perfect for anyone
Trump University books are practical, straightforward primers on the basics of doing business the Trump way-successfully. Each book is written by a leading expert in the field and includes an inspiring Foreword by Trump himself. Key ideas throughout are illustrated by real-life examples from Trump and other senior executives in the Trump organization. Perfect for anyone who wants to get ahead in business without the MBA, these streetwise books provide real-world business advice based on the one thing readers can't get in any business school-experience. In Trump University Real Estate 101, you'll learn how to:  * Develop the entrepreneurial skills to succeed in real estate investing * Make money in any market at any time * Convert properties for new uses and make more money * Create instant equity in any property * Determine how financing will affect the cash flow and value of your property * Use options and assignments to buy and sell properties you don't own * Assess the value of similar properties by comparing and analyzing multiple features * And much more!
...more
",1034
34,"
First he made five billion dollars.Then he made The Apprentice.Now The Donald shows you how to make a fortune, Trump style.HOW TO GET RICHReal estate titan, bestselling author, and TV impresario Donald J. Trump reveals the secrets of his success in this candid and unprecedented book of business wisdom and advice. Over the years, everyone has urged Trump to write on this
First he made five billion dollars.Then he made The Apprentice.Now The Donald shows you how to make a fortune, Trump style.HOW TO GET RICHReal estate titan, bestselling author, and TV impresario Donald J. Trump reveals the secrets of his success in this candid and unprecedented book of business wisdom and advice. Over the years, everyone has urged Trump to write on this subject, but it wasn’t until NBC and executive producer Mark Burnett asked him to star in The Apprentice that he realized just how hungry people are to learn how great personal wealth is created and first-class businesses are run. Thousands applied to be Trump’s apprentice, and millions have been watching the program, making it the highest rated debut of the season.In Trump: How To Get Rich, Trump tells all–about the lessons learned from The Apprentice, his real estate empire, his position as head of the 20,000-member Trump Organization, and his most important role, as a father who has successfully taught his children the value of money and hard work.With his characteristic brass and smarts, Trump offers insights on how to• invest wisely• impress the boss and get a raise• manage a business efficiently• hire, motivate, and fire employees• negotiate anything• maintain the quality of your brand• think big and live largePlus, The Donald tells all on the art of the hair!With his luxury buildings, award-winning golf courses, high-stakes casinos, and glamorous beauty pageants, Donald J. Trump is one of a kind in American business. Every day, he lives the American dream. Now he shows you how it’s done, in this rollicking, inspirational, and illuminating behind-the-scenes story of invaluable lessons and rich rewards.From the Hardcover edition.
...more
",1035
